#fasta1,fasta2,score,opening,extension
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-10,-4
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-10,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-11,-1
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-11,-2
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-11,-3
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-12,-1
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-11,-4
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-11,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-12,-2
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-12,-3
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-12,-4
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-12,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-13,-1
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-13,-3
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-13,-4
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-13,-2
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-13,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-14,-1
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-14,-2
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-14,-3
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-14,-4
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-15,-2
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-14,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-15,-1
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-15,-3
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-15,-4
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-15,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-16,-1
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-16,-2
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-16,-3
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-16,-4
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-16,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-17,-1
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-17,-2
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-17,-3
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-17,-4
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-17,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-18,-1
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-18,-2
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-18,-3
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-18,-4
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-18,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-19,-1
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-19,-2
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-19,-4
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-19,-3
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-19,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-20,-1
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-20,-2
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-20,-3
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-20,-5
sequences/prot-0186.fa,sequences/prot-0014.fa,20.0,-20,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,299.0,-2,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,240.0,-1,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,199.0,-2,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,260.0,-1,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,225.0,-2,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,292.0,-1,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,236.0,-1,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,373.0,-1,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,187.0,-2,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,180.0,-2,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,236.0,-3,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,182.0,-3,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,142.0,-3,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,186.0,-4,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,158.0,-3,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,135.0,-3,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,144.0,-4,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,124.0,-4,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,109.0,-4,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,103.0,-4,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,152.0,-5,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,120.0,-5,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,101.0,-5,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,92.0,-5,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,85.0,-5,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,128.0,-6,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,100.0,-6,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,87.0,-6,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,80.0,-6,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,74.0,-6,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,108.0,-7,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,86.0,-7,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,70.0,-7,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,77.0,-7,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,64.0,-7,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,96.0,-8,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,74.0,-8,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,68.0,-8,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,62.0,-8,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,58.0,-8,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,84.0,-9,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,67.0,-9,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,62.0,-9,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,58.0,-9,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,54.0,-9,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,74.0,-10,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,62.0,-10,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,58.0,-10,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,54.0,-10,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,50.0,-10,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,64.0,-11,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,58.0,-11,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,54.0,-11,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,50.0,-11,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,47.0,-11,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,58.0,-12,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,54.0,-12,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,50.0,-12,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,46.0,-12,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,46.0,-12,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,54.0,-13,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,50.0,-13,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,46.0,-13,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,45.0,-13,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,45.0,-13,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,50.0,-14,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,46.0,-14,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,44.0,-14,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,44.0,-14,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,44.0,-14,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,44.0,-15,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,43.0,-15,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,43.0,-15,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,43.0,-15,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,43.0,-15,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,43.0,-16,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,42.0,-16,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,42.0,-16,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,42.0,-16,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,42.0,-16,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,42.0,-17,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-17,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-17,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-17,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-17,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-18,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-18,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-18,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-18,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-18,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-19,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-19,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-19,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-19,-4
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-19,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-20,-1
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-20,-2
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-20,-3
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-20,-5
sequences/prot-0206.fa,sequences/prot-0313.fa,41.0,-20,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,79.0,-2,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,85.0,-1,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,71.0,-2,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,66.0,-2,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,100.0,-1,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,90.0,-1,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,81.0,-1,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,78.0,-1,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,63.0,-2,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,60.0,-2,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,46.0,-3,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,55.0,-3,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,63.0,-3,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,53.0,-4,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,47.0,-3,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,51.0,-3,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,44.0,-4,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,42.0,-4,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,40.0,-4,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,38.0,-4,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,39.0,-5,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,47.0,-5,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,37.0,-5,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,35.0,-5,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,33.0,-5,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,41.0,-6,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,35.0,-6,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,33.0,-6,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,31.0,-6,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,29.0,-6,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,35.0,-7,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,31.0,-7,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,27.0,-7,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,29.0,-7,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,27.0,-8,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,29.0,-8,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,26.0,-7,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,25.0,-8,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,24.0,-8,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,23.0,-8,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,23.0,-9,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,21.0,-9,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,21.0,-9,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,21.0,-9,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,21.0,-9,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,20.0,-10,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,22.0,-10,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-10,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-10,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-10,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,21.0,-11,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-11,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-11,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-11,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-11,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,20.0,-12,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-12,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-12,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-12,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-12,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-13,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-13,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-13,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-13,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-13,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-14,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-14,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-14,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-14,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-14,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-15,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-15,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-15,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-15,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-15,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-16,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-16,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-16,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-16,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-16,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-17,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-17,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-17,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-17,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-17,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-18,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-18,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-18,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-18,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-18,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-19,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-19,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-19,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-19,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-19,-5
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-20,-1
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-20,-2
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-20,-3
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-20,-4
sequences/prot-0228.fa,sequences/prot-0121.fa,19.0,-20,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,136.0,-2,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,154.0,-2,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,161.0,-1,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,191.0,-1,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,170.0,-1,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,164.0,-1,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,129.0,-2,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,177.0,-1,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,124.0,-2,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,123.0,-3,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,123.0,-2,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,103.0,-3,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,97.0,-3,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,96.0,-4,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,99.0,-3,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,95.0,-3,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,81.0,-4,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,77.0,-4,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,75.0,-4,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,74.0,-4,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,79.0,-5,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,60.0,-5,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,54.0,-5,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,55.0,-5,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,53.0,-5,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,59.0,-6,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,47.0,-6,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,41.0,-6,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,34.0,-6,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,36.0,-6,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,47.0,-7,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,39.0,-7,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,32.0,-7,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,29.0,-7,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,29.0,-7,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,32.0,-8,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,26.0,-8,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,26.0,-8,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,40.0,-8,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,27.0,-8,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,34.0,-9,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,27.0,-9,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-9,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-9,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,29.0,-10,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-9,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-10,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-10,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-10,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-10,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,25.0,-11,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-11,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-11,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-11,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-11,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-12,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-12,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-12,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-12,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-12,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-13,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-13,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-13,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-13,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-13,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-14,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-14,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-14,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-14,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-14,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-15,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-15,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-15,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-15,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-16,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-15,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-16,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-16,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-16,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-16,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-17,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-17,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-17,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-17,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-17,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-18,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-18,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-18,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-18,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-18,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-19,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-19,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-19,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-19,-4
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-19,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-20,-1
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-20,-2
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-20,-3
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-20,-5
sequences/prot-0244.fa,sequences/prot-0817.fa,24.0,-20,-4
sequences/prot-0262.fa,sequences/prot-0540.fa,293.0,-1,-4
sequences/prot-0262.fa,sequences/prot-0540.fa,299.0,-2,-1
sequences/prot-0262.fa,sequences/prot-0540.fa,328.0,-1,-2
sequences/prot-0262.fa,sequences/prot-0540.fa,285.0,-1,-5
sequences/prot-0262.fa,sequences/prot-0540.fa,260.0,-2,-2
sequences/prot-0262.fa,sequences/prot-0540.fa,308.0,-1,-3
sequences/prot-0262.fa,sequences/prot-0540.fa,240.0,-2,-3
sequences/prot-0262.fa,sequences/prot-0540.fa,376.0,-1,-1
sequences/prot-0262.fa,sequences/prot-0540.fa,238.0,-3,-1
sequences/prot-0262.fa,sequences/prot-0540.fa,203.0,-3,-2
sequences/prot-0262.fa,sequences/prot-0540.fa,170.0,-3,-4
sequences/prot-0262.fa,sequences/prot-0540.fa,228.0,-2,-4
sequences/prot-0262.fa,sequences/prot-0540.fa,182.0,-3,-3
sequences/prot-0262.fa,sequences/prot-0540.fa,219.0,-2,-5
sequences/prot-0262.fa,sequences/prot-0540.fa,195.0,-4,-1
sequences/prot-0262.fa,sequences/prot-0540.fa,161.0,-3,-5
sequences/prot-0262.fa,sequences/prot-0540.fa,138.0,-4,-3
sequences/prot-0262.fa,sequences/prot-0540.fa,123.0,-4,-4
sequences/prot-0262.fa,sequences/prot-0540.fa,161.0,-4,-2
sequences/prot-0262.fa,sequences/prot-0540.fa,158.0,-5,-1
sequences/prot-0262.fa,sequences/prot-0540.fa,116.0,-4,-5
sequences/prot-0262.fa,sequences/prot-0540.fa,107.0,-5,-3
sequences/prot-0262.fa,sequences/prot-0540.fa,124.0,-5,-2
sequences/prot-0262.fa,sequences/prot-0540.fa,91.0,-5,-4
sequences/prot-0262.fa,sequences/prot-0540.fa,81.0,-5,-5
sequences/prot-0262.fa,sequences/prot-0540.fa,126.0,-6,-1
sequences/prot-0262.fa,sequences/prot-0540.fa,101.0,-6,-2
sequences/prot-0262.fa,sequences/prot-0540.fa,83.0,-6,-3
sequences/prot-0262.fa,sequences/prot-0540.fa,73.0,-6,-4
sequences/prot-0262.fa,sequences/prot-0540.fa,65.0,-6,-5
sequences/prot-0262.fa,sequences/prot-0540.fa,101.0,-7,-1
sequences/prot-0262.fa,sequences/prot-0540.fa,80.0,-7,-2
sequences/prot-0262.fa,sequences/prot-0540.fa,70.0,-7,-3
sequences/prot-0262.fa,sequences/prot-0540.fa,60.0,-7,-4
sequences/prot-0262.fa,sequences/prot-0540.fa,56.0,-7,-5
sequences/prot-0262.fa,sequences/prot-0540.fa,85.0,-8,-1
